Species,Light_ISF,Light_Cat,Soil,Sterile,Conspecific,Myco_type,AMF,Phenolics,Lignin,NSC,Census,Time,Event,PlantSeason,EMF_log,Synthetic
Prunus serotina,0.141,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,48.41,0.93,10.27,13.81,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.073,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,15.03,3.66,20.2,18.77,33.0,115.5,0,Summer,3.3683297780365384,0
Quercus rubra,0.14,High,Quercus rubra,Non-Sterile,Conspecific,EMF,17.0,5.75,24.24,16.7,7.0,24.5,0,Summer,4.3374214512437606,0
Quercus alba,0.074,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,16.07,4.9,21.54,17.76,33.0,115.5,0,Summer,3.716494621146909,0
Quercus alba,0.14,High,Acer saccharum,Non-Sterile,Heterospecific,EMF,22.0,5.86,17.58,24.26,7.0,24.5,0,Summer,3.162940192537897,0
Quercus alba,0.141,High,Acer saccharum,Non-Sterile,Heterospecific,EMF,5.0,5.87,20.43,21.09,7.0,24.5,0,Summer,2.8207834710894493,0
Acer saccharum,0.074,Low,Sterile,Sterile,Sterilized,AMF,7.43,-0.09,10.46,11.67,18.0,63.0,1,Summer,3.3575937441800234,0
Acer saccharum,0.141,High,Acer saccharum,Non-Sterile,Conspecific,AMF,17.94,0.24,14.15,12.82,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.14,High,Quercus alba,Non-Sterile,Heterospecific,EMF,14.0,3.57,20.14,20.14,7.0,24.5,0,Summer,4.151039905898646,0
Quercus alba,0.073,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,18.88,4.61,21.36,18.14,19.0,66.5,1,Summer,3.799525974201,0
Quercus alba,0.14,High,Acer saccharum,Non-Sterile,Heterospecific,EMF,6.0,5.86,20.72,20.38,7.0,24.5,0,Summer,3.816392774412896,0
Quercus rubra,0.148,High,Quercus rubra,Non-Sterile,Conspecific,EMF,17.0,2.66,27.45,11.26,7.0,24.5,0,Summer,4.272909070138343,0
Quercus alba,0.141,High,Prunus serotina,Non-Sterile,Heterospecific,EMF,31.0,4.55,20.22,21.45,7.0,24.5,0,Summer,3.7005609588877744,0
Quercus rubra,0.148,High,Quercus rubra,Non-Sterile,Conspecific,EMF,9.0,2.48,28.03,7.61,7.0,24.5,0,Summer,4.151039905898646,0
Quercus rubra,0.14,High,Acer saccharum,Non-Sterile,Heterospecific,EMF,17.0,3.66,23.27,16.35,7.0,24.5,0,Summer,2.871868286331605,0
Prunus serotina,0.161,High,Sterile,Sterile,Sterilized,AMF,6.02,0.13,9.19,12.58,7.0,24.5,0,Monsoon,3.3575937441800234,0
Acer saccharum,0.161,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,18.48,0.08,14.14,12.76,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.075,Low,Quercus alba,Non-Sterile,Conspecific,EMF,14.9,4.8,24.29,15.78,21.0,73.5,1,Summer,3.5476038667559826,0
Quercus rubra,0.161,High,Sterile,Sterile,Sterilized,EMF,0.0,3.89,25.67,15.69,7.0,24.5,0,Summer,0.0,0
Acer saccharum,0.161,High,Prunus serotina,Non-Sterile,Heterospecific,AMF,20.01,-0.46,13.61,12.42,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.075,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,16.93,0.04,10.7,11.18,17.0,59.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.075,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,13.26,-0.03,10.42,10.96,17.0,59.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.051,Low,Sterile,Sterile,Sterilized,EMF,10.03,2.29,18.3,18.74,33.0,115.5,0,Summer,1.6900958154515549,0
Quercus alba,0.051,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,22.83,4.65,21.31,18.03,33.0,115.5,0,Summer,3.4907333469730104,0
Quercus rubra,0.138,High,Populus grandidentata,Non-Sterile,Heterospecific,EMF,8.0,3.96,22.23,17.67,7.0,24.5,0,Summer,4.23410650459726,0
Quercus alba,0.051,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,19.98,3.59,19.06,20.3,33.0,115.5,0,Monsoon,3.4515735889872223,0
Quercus rubra,0.138,High,Quercus alba,Non-Sterile,Heterospecific,EMF,26.0,4.21,19.57,22.84,7.0,24.5,0,Summer,4.416669578117421,0
Quercus rubra,0.161,High,Populus grandidentata,Non-Sterile,Heterospecific,EMF,32.0,3.3,28.23,14.69,7.0,24.5,0,Summer,3.586015818654697,0
Quercus rubra,0.075,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,17.06,3.62,20.43,18.29,18.0,63.0,1,Summer,3.5655812377694427,0
Acer saccharum,0.138,High,Prunus serotina,Non-Sterile,Heterospecific,AMF,17.0,-1.31,12.79,12.51,7.0,24.5,0,Monsoon,3.3575937441800234,0
Quercus alba,0.138,High,Prunus serotina,Non-Sterile,Heterospecific,EMF,15.0,4.58,18.78,29.45,7.0,24.5,0,Monsoon,3.323596135638604,0
Quercus rubra,0.138,High,Quercus alba,Non-Sterile,Heterospecific,EMF,21.0,3.93,21.41,18.2,7.0,24.5,0,Summer,2.6748380668960965,0
Acer saccharum,0.161,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,17.71,0.45,14.2,12.39,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.161,High,Quercus alba,Non-Sterile,Conspecific,EMF,31.0,6.1,23.44,17.87,7.0,24.5,0,Summer,4.104624871629657,0
Prunus serotina,0.161,High,Prunus serotina,Non-Sterile,Conspecific,AMF,0.0,0.81,8.67,12.26,7.0,24.5,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.161,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,0.0,1.34,6.35,11.19,7.0,24.5,0,Monsoon,3.3575937441800234,0
Acer saccharum,0.138,High,Sterile,Sterile,Sterilized,AMF,9.57,0.55,15.25,12.69,7.0,24.5,0,Monsoon,3.3575937441800234,0
Quercus alba,0.138,High,Sterile,Sterile,Sterilized,EMF,6.0,4.63,22.75,17.29,7.0,24.5,0,Summer,0.0,0
Prunus serotina,0.161,High,Prunus serotina,Non-Sterile,Conspecific,AMF,43.09,0.77,9.83,12.82,7.0,24.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.138,High,Sterile,Sterile,Sterilized,AMF,15.0,0.22,14.35,12.97,7.0,24.5,0,Monsoon,3.3575937441800234,0
Quercus alba,0.138,High,Acer rubrum,Non-Sterile,Heterospecific,EMF,8.0,4.93,19.4,20.54,7.0,24.5,0,Summer,3.133317936506554,0
Quercus alba,0.051,Low,Sterile,Sterile,Sterilized,EMF,10.03,2.29,18.3,18.74,19.0,66.5,1,Summer,1.6900958154515549,0
Quercus alba,0.138,High,Quercus alba,Non-Sterile,Conspecific,EMF,9.0,5.32,20.29,19.98,7.0,24.5,0,Summer,3.258096538021482,0
Quercus rubra,0.075,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,16.21,3.56,25.67,14.52,17.0,59.5,1,Summer,3.4094961844768505,0
Quercus rubra,0.161,High,Prunus serotina,Non-Sterile,Heterospecific,EMF,16.0,2.46,24.3,11.78,7.0,24.5,0,Summer,2.825536896557877,0
Acer saccharum,0.161,High,Populus grandidentata,Non-Sterile,Heterospecific,AMF,18.3,0.25,14.38,12.6,7.0,24.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.161,High,Prunus serotina,Non-Sterile,Heterospecific,EMF,15.0,2.19,25.77,11.75,7.0,24.5,0,Summer,4.122445992332976,0
Quercus alba,0.138,High,Acer saccharum,Non-Sterile,Heterospecific,EMF,32.0,5.33,18.27,22.92,7.0,24.5,0,Summer,2.727199019940971,0
Quercus rubra,0.075,Low,Sterile,Sterile,Sterilized,EMF,11.37,2.77,25.63,11.37,33.0,115.5,0,Summer,1.4973884086254774,0
Quercus alba,0.161,High,Acer rubrum,Non-Sterile,Heterospecific,EMF,3.0,5.55,24.74,16.9,7.0,24.5,0,Summer,2.602689685444384,0
Quercus alba,0.051,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,22.83,4.65,21.31,18.03,33.0,115.5,0,Summer,3.4907333469730104,0
Quercus rubra,0.075,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,17.06,3.62,20.43,18.29,33.0,115.5,0,Summer,3.5655812377694427,0
Quercus rubra,0.161,High,Acer rubrum,Non-Sterile,Heterospecific,EMF,28.0,2.98,31.03,12.73,7.0,24.5,0,Summer,4.198254025612612,0
Acer saccharum,0.075,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,16.93,0.04,10.7,11.18,17.0,59.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.051,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,14.84,3.47,26.47,13.85,33.0,115.5,0,Summer,3.184284380098582,0
Quercus alba,0.138,High,Acer rubrum,Non-Sterile,Heterospecific,EMF,11.0,4.89,20.46,19.0,7.0,24.5,0,Summer,3.5773890780805733,0
Quercus alba,0.051,Low,Quercus alba,Non-Sterile,Conspecific,EMF,19.04,4.56,20.73,18.57,21.0,73.5,1,Summer,3.692373343368192,0
Prunus serotina,0.083,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,12.0,0.65,7.36,11.54,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.103,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,14.0,0.85,4.96,9.1,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.082,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,42.0,0.69,5.68,10.22,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.061,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,36.0,0.71,8.75,12.17,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.066,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,29.0,0.64,10.35,14.06,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.051,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,19.78,0.17,4.82,5.53,17.0,59.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.051,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,16.05,3.7,19.64,19.2,18.0,63.0,1,Summer,3.2980566227426418,0
Prunus serotina,0.077,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,61.0,0.57,5.38,4.98,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.077,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,48.0,0.83,7.44,11.23,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.077,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,36.0,0.48,5.52,9.44,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus rubra,0.075,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,16.21,3.56,25.67,14.52,17.0,59.5,1,Summer,3.4094961844768505,0
Quercus alba,0.075,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,14.07,4.68,21.04,18.3,33.0,115.5,0,Summer,3.446807892914208,0
Prunus serotina,0.065,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,53.0,0.6,5.43,7.83,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.077,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,62.62,0.83,6.43,10.69,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus rubra,0.074,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,19.68,3.5,25.79,14.57,8.0,28.0,1,Monsoon,3.078233495065734,0
Quercus alba,0.051,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,19.98,3.59,19.06,20.3,19.0,66.5,1,Summer,3.4515735889872223,0
Prunus serotina,0.051,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,25.0,0.38,5.24,4.3,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.075,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,59.38,0.64,7.98,11.57,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.051,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,10.0,0.56,5.11,9.31,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus rubra,0.051,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,16.05,3.7,19.64,19.2,33.0,115.5,0,Summer,3.2980566227426418,0
Prunus serotina,0.072,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,62.62,0.49,6.25,10.3,8.0,28.0,0,Monsoon,3.3575937441800234,0
Acer saccharum,0.051,Low,Sterile,Sterile,Sterilized,AMF,6.35,-0.41,9.14,9.77,19.0,66.5,1,Summer,3.3575937441800234,0
Quercus rubra,0.075,Low,Sterile,Sterile,Sterilized,EMF,11.37,2.77,25.63,11.37,21.0,73.5,1,Summer,1.4973884086254774,0
Quercus alba,0.06,Low,Quercus alba,Non-Sterile,Conspecific,EMF,23.75,4.66,19.15,22.08,8.0,28.0,1,Summer,3.782825066956464,0
Prunus serotina,0.052,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,59.0,0.85,6.4,10.39,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus alba,0.075,Low,Quercus alba,Non-Sterile,Conspecific,EMF,14.9,4.8,24.29,15.78,21.0,73.5,1,Summer,3.5476038667559826,0
Acer saccharum,0.052,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,12.0,-0.09,11.08,11.41,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.093,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,4.0,0.95,8.05,11.3,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.053,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,52.0,1.04,6.1,10.43,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.059,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,17.0,0.49,5.65,9.71,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,48.0,0.65,6.66,11.1,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.103,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,17.0,0.71,10.58,14.2,8.0,28.0,0,Monsoon,3.3575937441800234,0
Acer saccharum,0.103,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,26.0,-0.81,13.49,12.13,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus alba,0.075,Low,Quercus alba,Non-Sterile,Conspecific,EMF,14.9,4.8,24.29,15.78,21.0,73.5,1,Summer,3.5476038667559826,0
Prunus serotina,0.103,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,34.0,0.69,10.25,13.4,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.103,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,41.0,0.66,5.6,10.82,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus alba,0.075,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,19.69,3.81,18.37,21.36,33.0,115.5,0,Summer,3.32719196835166,0
Quercus rubra,0.051,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,14.84,3.47,26.47,13.85,19.0,66.5,1,Summer,3.184284380098582,0
Prunus serotina,0.11,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,51.0,0.96,10.4,13.5,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus alba,0.051,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,22.72,4.43,20.55,18.63,33.0,115.5,0,Summer,3.6238074573702215,0
Prunus serotina,0.11,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,49.0,1.07,6.67,11.47,8.0,28.0,0,Monsoon,3.3575937441800234,0
Acer saccharum,0.072,Low,Sterile,Sterile,Sterilized,AMF,7.16,-0.21,9.55,10.02,19.0,66.5,1,Summer,3.3575937441800234,0
Prunus serotina,0.11,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,21.0,0.56,6.16,10.68,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.086,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,12.0,0.72,5.45,9.92,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.11,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,51.0,0.93,10.06,13.54,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.122,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,13.0,0.36,5.23,8.42,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.133,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,62.62,1.06,7.09,11.35,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.133,High,Quercus alba,Non-Sterile,Heterospecific,AMF,62.62,0.82,3.82,8.6,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.122,High,Populus grandidentata,Non-Sterile,Heterospecific,AMF,37.0,0.76,8.25,11.72,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.133,High,Acer saccharum,Non-Sterile,Heterospecific,AMF,62.62,0.92,8.99,11.81,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus alba,0.06,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,26.08,4.66,19.2,21.57,33.0,115.5,0,Summer,3.730501128804756,0
Acer saccharum,0.06,Low,Sterile,Sterile,Sterilized,AMF,5.7,-0.27,9.0,9.03,19.0,66.5,1,Summer,3.3575937441800234,0
Quercus alba,0.06,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,13.12,4.37,18.71,23.35,33.0,115.5,0,Summer,3.43043250693049,0
Prunus serotina,0.072,Low,Prunus serotina,Non-Sterile,Conspecific,AMF,36.12,0.42,5.29,7.32,33.0,115.5,0,Monsoon,3.3575937441800234,0
Acer saccharum,0.105,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,21.0,-0.52,12.34,11.75,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.105,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,25.0,0.68,11.08,14.17,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.105,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,22.0,0.79,10.57,14.78,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.105,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,62.62,0.46,5.16,8.64,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.105,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,62.62,0.85,4.54,8.38,8.0,28.0,0,Monsoon,3.3575937441800234,0
Acer saccharum,0.072,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,15.03,0.03,13.72,12.34,17.0,59.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.095,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,21.77,5.05,18.84,22.51,8.0,28.0,1,Summer,3.4682327829983137,0
Prunus serotina,0.118,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,62.62,1.28,8.91,11.89,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.111,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,62.62,0.9,5.95,10.29,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus alba,0.111,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,23.12,5.11,18.4,22.88,8.0,28.0,1,Summer,3.156148994959896,0
Quercus rubra,0.072,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,18.25,2.57,24.22,11.95,33.0,115.5,0,Monsoon,2.628285232633348,0
Acer saccharum,0.072,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,18.01,-0.18,10.37,10.95,17.0,59.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.141,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,6.0,1.29,5.66,10.68,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.14,High,Acer saccharum,Non-Sterile,Heterospecific,AMF,62.62,1.15,9.47,12.18,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.14,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,62.62,1.29,8.73,12.19,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus rubra,0.06,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,15.49,3.8,20.73,18.53,18.0,63.0,1,Summer,3.2530839961979376,0
Quercus alba,0.06,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,20.14,4.74,18.34,22.05,33.0,115.5,0,Summer,3.166740070447672,0
Prunus serotina,0.14,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,48.0,1.2,9.74,12.64,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.06,Low,Sterile,Sterile,Sterilized,AMF,12.79,0.28,5.18,8.17,33.0,115.5,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.14,High,Acer saccharum,Non-Sterile,Heterospecific,AMF,48.0,1.2,10.44,14.92,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.14,High,Quercus alba,Non-Sterile,Heterospecific,AMF,20.97,1.03,8.87,12.26,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.141,High,Populus grandidentata,Non-Sterile,Heterospecific,AMF,62.62,0.94,9.29,11.65,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.148,High,Populus grandidentata,Non-Sterile,Heterospecific,AMF,62.62,1.07,6.63,10.18,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.14,High,Populus grandidentata,Non-Sterile,Heterospecific,AMF,41.0,0.93,6.24,10.88,8.0,28.0,0,Monsoon,3.3575937441800234,0
Prunus serotina,0.161,High,Sterile,Sterile,Sterilized,AMF,15.04,0.09,9.34,12.14,8.0,28.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.138,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,15.0,1.29,6.17,11.23,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus alba,0.06,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,26.08,4.66,19.2,21.57,33.0,115.5,0,Summer,3.730501128804756,0
Prunus serotina,0.138,High,Prunus serotina,Non-Sterile,Conspecific,AMF,62.62,0.76,7.99,12.14,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus alba,0.06,Low,Quercus rubra,Non-Sterile,Heterospecific,EMF,15.17,4.74,23.67,16.12,33.0,115.5,0,Summer,3.379633203746315,0
Quercus alba,0.06,Low,Sterile,Sterile,Sterilized,EMF,10.56,2.46,19.5,18.63,19.0,66.5,1,Summer,1.249901736214336,0
Prunus serotina,0.161,High,Acer saccharum,Non-Sterile,Heterospecific,AMF,53.0,1.2,10.75,14.03,8.0,28.0,0,Monsoon,3.3575937441800234,0
Quercus rubra,0.078,Med,Sterile,Sterile,Sterilized,EMF,10.62,3.02,24.76,13.06,9.0,31.5,1,Summer,2.2679936482244267,0
Prunus serotina,0.065,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,25.23,0.61,7.37,11.29,9.0,31.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.047,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,22.03,4.64,18.68,21.78,9.0,31.5,1,Summer,3.2204745462318978,0
Quercus alba,0.06,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,26.08,4.66,19.2,21.57,33.0,115.5,0,Summer,3.730501128804756,0
Quercus alba,0.06,Low,Sterile,Sterile,Sterilized,EMF,10.56,2.46,19.5,18.63,9.0,31.5,1,Monsoon,1.249901736214336,0
Quercus alba,0.06,Low,Sterile,Sterile,Sterilized,EMF,10.56,2.46,19.5,18.63,9.0,31.5,1,Monsoon,1.249901736214336,0
Prunus serotina,0.052,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,48.86,0.55,4.9,6.86,9.0,31.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.086,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,29.94,0.56,10.76,13.39,9.0,31.5,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.093,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,29.42,0.68,10.46,13.7,9.0,31.5,1,Monsoon,3.3575937441800234,0
Quercus rubra,0.072,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,22.07,3.83,22.69,16.83,19.0,66.5,1,Summer,3.37314078387963,0
Quercus alba,0.095,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,15.11,4.2,18.95,23.26,9.0,31.5,1,Monsoon,3.4613513044819024,0
Quercus alba,0.06,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,20.14,4.74,18.34,22.05,21.0,73.5,1,Summer,3.166740070447672,0
Quercus rubra,0.06,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,16.59,2.37,25.82,11.39,17.0,59.5,1,Summer,3.2112467977037094,0
Acer saccharum,0.06,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,15.57,-0.08,10.13,10.81,17.0,59.5,1,Monsoon,3.3575937441800234,0
Quercus alba,0.148,High,Acer rubrum,Non-Sterile,Heterospecific,EMF,19.46,5.0,19.52,21.13,9.0,31.5,1,Monsoon,3.5019472847622986,0
Quercus alba,0.072,Low,Acer rubrum,Non-Sterile,Heterospecific,EMF,19.99,4.27,19.83,19.75,33.0,115.5,0,Summer,3.560477739309412,0
Quercus alba,0.138,High,Prunus serotina,Non-Sterile,Heterospecific,EMF,17.96,4.54,19.14,24.27,9.0,31.5,1,Monsoon,3.505557396986398,0
Quercus alba,0.078,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,14.1,4.71,21.11,18.02,10.0,35.0,1,Monsoon,3.3995293245614584,0
Acer saccharum,0.077,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,19.64,-0.63,14.05,12.01,10.0,35.0,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.052,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,20.66,-0.58,10.16,10.87,10.0,35.0,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.077,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,19.64,-0.63,14.05,12.01,10.0,35.0,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.086,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,21.35,-0.58,14.11,12.2,10.0,35.0,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.086,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,21.35,-0.58,14.11,12.2,10.0,35.0,1,Monsoon,3.3575937441800234,0
Prunus serotina,0.087,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,38.92,0.7,8.13,11.62,10.0,35.0,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.106,Med,Sterile,Sterile,Sterilized,AMF,8.35,0.04,12.12,12.21,11.0,38.5,1,Monsoon,3.3575937441800234,0
Acer saccharum,0.106,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,22.0,-0.56,13.86,12.15,11.0,38.5,1,Monsoon,3.3575937441800234,0
